Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
"{'Edukasi', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}",{'Literasi'},{'Daily needs'},{'Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},2
"{'Alat Kantor/Sekolah', 'Alat Seni'}",{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi'}","{'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Netral'},{'Sangat Tidak Setuju'},{'Netral'},{'Netral'},4
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}",{'Literasi'},{'Alat Seni'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},3
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Komik'}",{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Lifestyle'},"{'edukasi', 'Self Wear'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},1
{'Alat Kantor/Sekolah'},{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear', 'Alat Seni'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},{'Setuju'},1
"{'Alat Kantor/Sekolah', 'Alat Seni'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Literasi', 'Lifestyle'}",{'Alat Seni'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},2
{'Alat Kantor/Sekolah'},{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Literasi', 'Seni'}",{'Alat Seni'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},1
{'Novel Fiksi'},{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan'}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},2
"{'Alat Kantor/Sekolah', 'Komik'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Literasi', 'Lifestyle', 'Seni'}",{'edukasi'},{'Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Setuju'},1
"{'Edukasi', 'Sport & mainanan', 'Alat Seni'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Lifestyle', 'Seni'}",{'edukasi'},{'Netral'},{'Sangat Setuju'},{'Setuju'},{'Setuju'},1
"{'Alat Kantor/Sekolah', 'Komik', 'Buku Non-Fiksi'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},0
"{'Alat Kantor/Sekolah', 'Buku Non-Fiksi'}","{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Hiburan atau relaksasi'},"{'Literasi', 'Aktivitas Rekreasional', 'Seni'}",{'Self Wear'},{'Setuju'},{'Setuju'},{'Setuju'},{'Tidak Setuju'},0
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Novel Fiksi'}",{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}","{'Literasi', 'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Sangat Setuju'},{'Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},0
{'Alat Kantor/Sekolah'},{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Literasi', 'Seni'}",{'edukasi'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},3
{'Alat Kantor/Sekolah'},{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Literasi', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},3
{'Alat Kantor/Sekolah'},{'Toko Gramedia'},"{'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Literasi', 'Seni'}","{'edukasi', 'Daily needs'}",{'Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},2
"{'Sport & mainanan', 'Buku Anak'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Literasi', 'Lifestyle'}",{'Daily needs'},{'Sangat Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},3
"{'Novel Fiksi', 'Buku Anak', 'Alat Seni'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear'}",{'Netral'},{'Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},2
{'Sport & mainanan'},{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Lifestyle', 'Aktivitas Rekreasional'}","{'Self Wear', 'Daily needs'}",{'Sangat Setuju'},{'Netral'},{'Netral'},{'Tidak Setuju'},1
{'Alat Kantor/Sekolah'},{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Sangat Tidak Setuju'},{'Netral'},{'Tidak Setuju'},{'Setuju'},3
{'Novel Fiksi'},{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear', 'Daily needs'}",{'Setuju'},{'Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},2
"{'Buku Non-Fiksi', 'Alat Seni'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}","{'Literasi', 'Aktivitas Rekreasional'}",{'Self Wear'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Tidak Setuju'},1
"{'Alat Kantor/Sekolah', 'Novel Fiksi', 'Buku Non-Fiksi'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Daily needs'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},1
{'Buku Anak'},{'Aplikasi Gramedia Digital (ebook)'},"{'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Literasi', 'Lifestyle'}","{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},4
"{'Edukasi', 'Sport & mainanan'}",{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Netral'},0
"{'Sport & mainanan', 'Alat Seni'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Aktivitas Rekreasional'},{'Daily needs'},{'Sangat Setuju'},{'Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
"{'Alat Kantor/Sekolah', 'Alat Seni'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}",{'Lifestyle'},"{'edukasi', 'Self Wear', 'Alat Seni'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},4
"{'Buku Non-Fiksi', 'Alat Seni'}",{'Aplikasi Gramedia.com'},{'Kado atau hadiah'},{'Lifestyle'},{'Self Wear'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Netral'},4
"{'Edukasi', 'Alat Kantor/Sekolah', 'Sport & mainanan'}",{'Toko alat tulis lainnya'},{'Hiburan atau relaksasi'},{'Aktivitas Rekreasional'},{'Self Wear'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Tidak Setuju'},0
"{'Edukasi', 'Buku Non-Fiksi', 'Alat Seni'}",{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Seni'}",{'Alat Seni'},{'Sangat Tidak Setuju'},{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},3
"{'Edukasi', 'Alat Kantor/Sekolah', 'Alat Seni'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Literasi'},"{'edukasi', 'Self Wear', 'Daily needs'}",{'Netral'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Netral'},3
"{'Sport & mainanan', 'Novel Fiksi', 'Komik'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional', 'Seni'}",{'Self Wear'},{'Tidak Setuju'},{'Setuju'},{'Netral'},{'Netral'},1
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Aktivitas Rekreasional'},"{'edukasi', 'Self Wear'}",{'Sangat Tidak Setuju'},{'Netral'},{'Tidak Setuju'},{'Netral'},4
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Alat Seni'}",{'Toko Gramedia'},"{'Menambah pengetahuan', 'Kado atau hadiah'}","{'Literasi', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear', 'Alat Seni'}",{'Netral'},{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},3
"{'Sport & mainanan', 'Komik'}",{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}",{'Literasi'},"{'edukasi', 'Daily needs'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},{'Sangat Setuju'},1
"{'Edukasi', 'Alat Seni'}",{'Aplikasi Gramedia.com'},{'Hiburan atau relaksasi'},{'Seni'},"{'edukasi', 'Self Wear', 'Alat Seni'}",{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},2
"{'Komik', 'Buku Non-Fiksi'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi'}","{'Literasi', 'Aktivitas Rekreasional'}",{'edukasi'},{'Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},3
{'Sport & mainanan'},{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Alat Seni'}",{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},{'Setuju'},3
"{'Alat Kantor/Sekolah', 'Novel Fiksi'}",{'Toko Gramedia'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Literasi', 'Aktivitas Rekreasional'}","{'edukasi', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Netral'},{'Netral'},4
{'Komik'},{'Toko Gramedia'},{'Menambah pengetahuan'},{'Aktivitas Rekreasional'},"{'Daily needs', 'Alat Seni'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},0
{'Buku Non-Fiksi'},{'Aplikasi Gramedia Digital (ebook)'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear', 'Alat Seni'}",{'Tidak Setuju'},{'Setuju'},{'Netral'},{'Netral'},4
"{'Alat Kantor/Sekolah', 'Novel Fiksi'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}","{'Lifestyle', 'Aktivitas Rekreasional'}",{'Daily needs'},{'Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},1
"{'Sport & mainanan', 'Novel Fiksi', 'Komik'}",{'Toko buku independen lainnya'},{'Kado atau hadiah'},"{'Lifestyle', 'Seni'}","{'edukasi', 'Self Wear', 'Daily needs'}",{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Netral'},4
"{'Alat Kantor/Sekolah', 'Novel Fiksi', 'Alat Seni'}",{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Seni'}","{'edukasi', 'Self Wear'}",{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Setuju'},{'Tidak Setuju'},0
{'Alat Kantor/Sekolah'},{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear'}",{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
{'Novel Fiksi'},{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}",{'Lifestyle'},{'Alat Seni'},{'Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},0
{'Alat Kantor/Sekolah'},{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Menambah pengetahuan'}",{'Literasi'},{'Alat Seni'},{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},3
"{'Alat Kantor/Sekolah', 'Komik'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Daily needs'}",{'Setuju'},{'Sangat Setuju'},{'Netral'},{'Sangat Tidak Setuju'},1
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan', 'Kado atau hadiah'}",{'Literasi'},"{'edukasi', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},1
"{'Komik', 'Buku Anak', 'Alat Seni'}",{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Literasi', 'Aktivitas Rekreasional'}",{'edukasi'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},0
{'Sport & mainanan'},{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}",{'Literasi'},{'edukasi'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},2
"{'Komik', 'Buku Anak', 'Alat Seni'}",{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Kado atau hadiah'}",{'Lifestyle'},"{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Sangat Tidak Setuju'},4
"{'Alat Kantor/Sekolah', 'Novel Fiksi'}",{'Toko Gramedia'},{'Hiburan atau relaksasi'},"{'Lifestyle', 'Aktivitas Rekreasional'}","{'Self Wear', 'Daily needs', 'Alat Seni'}",{'Sangat Setuju'},{'Netral'},{'Sangat Setuju'},{'Setuju'},4
"{'Edukasi', 'Sport & mainanan', 'Alat Seni'}",{'Aplikasi Gramedia.com'},{'Untuk mengekspresikan kreativitas'},{'Aktivitas Rekreasional'},"{'edukasi', 'Self Wear'}",{'Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},2
"{'Alat Kantor/Sekolah', 'Novel Fiksi', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi'}",{'Aktivitas Rekreasional'},{'edukasi'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Netral'},0
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Alat Seni'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}","{'Literasi', 'Seni'}","{'Self Wear', 'Daily needs'}",{'Setuju'},{'Netral'},{'Setuju'},{'Tidak Setuju'},4
"{'Sport & mainanan', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Menambah pengetahuan'}",{'Literasi'},{'Self Wear'},{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},3
"{'Edukasi', 'Buku Anak'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}","{'Literasi', 'Seni'}",{'edukasi'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},2
"{'Edukasi', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Literasi', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Alat Seni'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},1
"{'Sport & mainanan', 'Komik'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}","{'Lifestyle', 'Seni'}","{'edukasi', 'Self Wear'}",{'Setuju'},{'Netral'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},2
"{'Edukasi', 'Sport & mainanan'}",{'Website Gramedia.com'},{'Untuk mengekspresikan kreativitas'},"{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear', 'Alat Seni'}",{'Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},3
"{'Alat Kantor/Sekolah', 'Novel Fiksi'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Menambah pengetahuan'}",{'Seni'},"{'edukasi', 'Self Wear'}",{'Netral'},{'Sangat Setuju'},{'Netral'},{'Sangat Setuju'},1
"{'Alat Kantor/Sekolah', 'Alat Seni'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}",{'Lifestyle'},{'Self Wear'},{'Setuju'},{'Setuju'},{'Tidak Setuju'},{'Netral'},4
"{'Edukasi', 'Komik', 'Alat Seni'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Literasi'},"{'edukasi', 'Self Wear', 'Daily needs'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},{'Setuju'},1
"{'Komik', 'Alat Seni'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear'}",{'Tidak Setuju'},{'Setuju'},{'Netral'},{'Sangat Tidak Setuju'},1
"{'Alat Kantor/Sekolah', 'Alat Seni', 'Buku Non-Fiksi'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Lifestyle'},{'edukasi'},{'Tidak Setuju'},{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},1
{'Alat Kantor/Sekolah'},"{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Kado atau hadiah'},"{'Literasi', 'Seni'}",{'edukasi'},{'Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Setuju'},2
"{'Komik', 'Novel Fiksi', 'Buku Anak'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Lifestyle', 'Seni'}",{'edukasi'},{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},2
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Lifestyle', 'Seni'}","{'Self Wear', 'Daily needs', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},{'Netral'},4
"{'Novel Fiksi', 'Komik', 'Buku Non-Fiksi'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Netral'},4
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}","{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Menambah pengetahuan'},"{'Lifestyle', 'Aktivitas Rekreasional'}",{'edukasi'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},0
{'Alat Kantor/Sekolah'},{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}","{'Literasi', 'Lifestyle'}","{'edukasi', 'Daily needs'}",{'Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},2
{'Alat Seni'},{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}","{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},4
"{'Novel Fiksi', 'Komik'}",{'Toko buku independen lainnya'},"{'Menambah pengetahuan', 'Kado atau hadiah'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Alat Seni'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},{'Tidak Setuju'},1
{'Sport & mainanan'},{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi'}","{'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},4
{'Sport & mainanan'},{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Aktivitas Rekreasional'},{'edukasi'},{'Netral'},{'Setuju'},{'Setuju'},{'Netral'},4
"{'Alat Kantor/Sekolah', 'Komik'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Literasi', 'Aktivitas Rekreasional'}",{'edukasi'},{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},3
"{'Sport & mainanan', 'Komik', 'Alat Seni'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Aktivitas Rekreasional'},{'edukasi'},{'Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},3
"{'Buku Anak', 'Alat Seni'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Netral'},{'Sangat Tidak Setuju'},{'Netral'},{'Setuju'},1
