Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
"{'Jurnal/Perencana (Planner)', 'Perlengkapan Kantor atau Sekolah'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Bermain musik', 'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Olahraga'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Setuju'},0
"{'Novel Fiksi', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Membaca buku atau majalah'},{'Kesehatan dan Kecantikan'},{'Tidak Setuju'},{'Netral'},{'Setuju'},{'Tidak Setuju'},1
"{'Novel Fiksi', 'Alat Musik'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}",{'Membaca buku atau majalah'},{'Alat Olahraga'},{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},5
{'Buku Anak'},{'Aplikasi Gramedia Digital (ebook)'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Menulis (diari, blog, atau lainnya)'}","{'Mainan', 'Alat Tulis kantor atau sekolah', 'Alat Olahraga'}",{'Sangat Setuju'},{'Netral'},{'Tidak Setuju'},{'Netral'},1
"{'Mainan/Collectible item', 'Perlengkapan Kantor atau Sekolah', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia.com'},{'Hiburan atau relaksasi'},"{'Travelling', 'Olahraga'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Netral'},{'Netral'},{'Tidak Setuju'},0
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Bermain game (offline/online)', 'Travelling', 'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Netral'},0
{'Komik/Novel Grafis'},{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Travelling', 'Menulis (diari, blog, atau lainnya)'}","{'Mainan', 'Buku fiksi (novel, komik, buku anak)', 'Alat Tulis kantor atau sekolah'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Tidak Setuju'},0
{'Mainan/Collectible item'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Membaca buku atau majalah'},"{'Alat Musik & kesenian', 'Kesehatan dan Kecantikan'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},0
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Alat Tulis Umum (Kantor/Sekolah)'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Bermain game (offline/online)'},{'Alat Musik & kesenian'},{'Sangat Tidak Setuju'},{'Netral'},{'Netral'},{'Tidak Setuju'},3
{'Buku Anak'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Melukis atau menggambar', 'Membaca buku atau majalah'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Setuju'},{'Setuju'},{'Netral'},1
"{'Alat Olahraga', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Olahraga'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Musik & kesenian', 'Alat Olahraga'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},3
"{'Jurnal/Perencana (Planner)', 'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Buku Anak'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Olahraga'},{'Alat Musik & kesenian'},{'Tidak Setuju'},{'Netral'},{'Sangat Setuju'},{'Netral'},4
"{'Perlengkapan Seni/Kreatif', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Aplikasi Gramedia Digital (ebook)'},{'Hiburan atau relaksasi'},"{'Bermain game (offline/online)', 'Menghadiri acara budaya atau edukasi', 'Melukis atau menggambar'}","{'Buku fiksi (novel, komik, buku anak)', 'Alat Tulis kantor atau sekolah', 'Alat Olahraga'}",{'Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Setuju'},0
"{'Perlengkapan Seni/Kreatif', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Menulis (diari, blog, atau lainnya)', 'Menghadiri acara budaya atau edukasi', 'Membaca buku atau majalah'}",{'Mainan'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},3
"{'Novel Fiksi', 'Buku Anak'}",{'Toko alat tulis lainnya'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Menulis (diari, blog, atau lainnya)', 'Membaca buku atau majalah'}","{'Alat Tulis kantor atau sekolah', 'Alat Olahraga', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Netral'},3
"{'Buku Anak', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Bermain musik'},{'Alat Olahraga'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},{'Sangat Setuju'},3
{'Buku Anak'},{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Bermain musik', 'Menghadiri acara budaya atau edukasi'}","{'Kesehatan dan Kecantikan', 'Alat Olahraga'}",{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},5
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Novel Fiksi', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}",{'Menghadiri acara budaya atau edukasi'},"{'Mainan', 'Buku fiksi (novel, komik, buku anak)', 'Alat Tulis kantor atau sekolah'}",{'Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},2
{'Mainan/Collectible item'},{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}","{'Travelling', 'Menghadiri acara budaya atau edukasi'}",{'Alat Tulis kantor atau sekolah'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Netral'},0
"{'Jurnal/Perencana (Planner)', 'Alat Musik'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}",{'Melukis atau menggambar'},"{'Alat Musik & kesenian', 'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},{'Tidak Setuju'},1
"{'Jurnal/Perencana (Planner)', 'Novel Fiksi', 'Komik/Novel Grafis'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}","{'Menghadiri acara budaya atau edukasi', 'Menulis (diari, blog, atau lainnya)'}","{'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},2
"{'Jurnal/Perencana (Planner)', 'Alat Musik'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Bermain game (offline/online)', 'Belanja online/offline', 'Melukis atau menggambar'}",{'Alat Olahraga'},{'Sangat Setuju'},{'Sangat Setuju'},{'Netral'},{'Netral'},4
"{'Mainan/Collectible item', 'Perlengkapan Kantor atau Sekolah', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}","{'Bermain game (offline/online)', 'Travelling', 'Menghadiri acara budaya atau edukasi'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Kesehatan dan Kecantikan'}",{'Setuju'},{'Sangat Setuju'},{'Netral'},{'Sangat Setuju'},3
{'Alat Tulis Umum (Kantor/Sekolah)'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Belanja online/offline', 'Travelling'}","{'Mainan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},1
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Alat Musik'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Travelling'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)'}",{'Netral'},{'Sangat Setuju'},{'Netral'},{'Setuju'},4
"{'Jurnal/Perencana (Planner)', 'Novel Fiksi', 'Perlengkapan Kantor atau Sekolah'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Bermain musik'},{'Kesehatan dan Kecantikan'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},2
"{'Mainan/Collectible item', 'Alat Olahraga', 'Perlengkapan Kantor atau Sekolah'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Bermain game (offline/online)', 'Bermain musik', 'Travelling'}",{'Alat Tulis kantor atau sekolah'},{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},{'Tidak Setuju'},0
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Website Gramedia.com'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Melukis atau menggambar', 'Belanja online/offline', 'Membaca buku atau majalah'}","{'Alat Musik & kesenian', 'Buku fiksi (novel, komik, buku anak)'}",{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},3
"{'Alat Olahraga', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}",{'Membaca buku atau majalah'},"{'Mainan', 'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Netral'},4
{'Komik/Novel Grafis'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}","{'Bermain game (offline/online)', 'Belanja online/offline', 'Menulis (diari, blog, atau lainnya)'}","{'Buku fiksi (novel, komik, buku anak)', 'Kesehatan dan Kecantikan', 'Alat Musik & kesenian'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Netral'},4
{'Novel Fiksi'},{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan'}",{'Travelling'},"{'Mainan', 'Buku fiksi (novel, komik, buku anak)', 'Alat Olahraga'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},3
"{'Mainan/Collectible item', 'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Melukis atau menggambar'},{'Alat Tulis kantor atau sekolah'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},5
"{'Mainan/Collectible item', 'Komik/Novel Grafis'}",{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi'}","{'Menulis (diari, blog, atau lainnya)', 'Belanja online/offline', 'Melukis atau menggambar'}","{'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Netral'},{'Sangat Setuju'},{'Setuju'},2
{'Perlengkapan Kantor atau Sekolah'},"{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Menambah pengetahuan'},"{'Menulis (diari, blog, atau lainnya)'}","{'Buku fiksi (novel, komik, buku anak)', 'Alat Tulis kantor atau sekolah', 'Alat Olahraga'}",{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},5
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Perlengkapan Seni/Kreatif'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Bermain game (offline/online)', 'Belanja online/offline', 'Melukis atau menggambar'}","{'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Sangat Setuju'},{'Netral'},{'Sangat Setuju'},4
{'Alat Musik'},{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Bermain game (offline/online)', 'Olahraga', 'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)'}",{'Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Netral'},4
"{'Jurnal/Perencana (Planner)', 'Perlengkapan Seni/Kreatif', 'Alat Musik'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Menambah pengetahuan'}",{'Membaca buku atau majalah'},{'Alat Olahraga'},{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},4
"{'Jurnal/Perencana (Planner)', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Bermain game (offline/online)', 'Travelling'}","{'Mainan', 'Alat Musik & kesenian', 'Alat Tulis kantor atau sekolah'}",{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},5
{'Alat Olahraga'},{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Bermain game (offline/online)', 'Belanja online/offline'}",{'Alat Musik & kesenian'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Netral'},4
"{'Jurnal/Perencana (Planner)', 'Alat Musik', 'Perlengkapan Kantor atau Sekolah'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi'}",{'Olahraga'},"{'Alat Tulis kantor atau sekolah', 'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},2
{'Alat Musik'},{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi'}","{'Bermain musik', 'Menghadiri acara budaya atau edukasi', 'Melukis atau menggambar'}","{'Mainan', 'Alat Tulis kantor atau sekolah', 'Kesehatan dan Kecantikan'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Netral'},{'Netral'},3
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko Gramedia'},{'Kado atau hadiah'},"{'Belanja online/offline', 'Travelling', 'Membaca buku atau majalah'}","{'Alat Musik & kesenian', 'Alat Tulis kantor atau sekolah', 'Alat Olahraga'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},4
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Alat Olahraga', 'Perlengkapan Kantor atau Sekolah'}",{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}","{'Bermain game (offline/online)', 'Belanja online/offline', 'Menghadiri acara budaya atau edukasi'}","{'Buku fiksi (novel, komik, buku anak)', 'Alat Olahraga'}",{'Netral'},{'Sangat Setuju'},{'Netral'},{'Sangat Setuju'},4
{'Perlengkapan Kantor atau Sekolah'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan'}","{'Bermain musik', 'Travelling', 'Melukis atau menggambar'}","{'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},0
{'Buku Anak'},{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}","{'Travelling', 'Membaca buku atau majalah'}","{'Mainan', 'Buku fiksi (novel, komik, buku anak)'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},0
"{'Perlengkapan Seni/Kreatif', 'Buku Anak', 'Alat Musik'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Olahraga', 'Menulis (diari, blog, atau lainnya)'}",{'Alat Musik & kesenian'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},4
"{'Mainan/Collectible item', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Menulis (diari, blog, atau lainnya)'}","{'Kesehatan dan Kecantikan', 'Alat Olahraga'}",{'Setuju'},{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},2
"{'Novel Fiksi', 'Perlengkapan Kantor atau Sekolah', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Membaca buku atau majalah'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Musik & kesenian', 'Kesehatan dan Kecantikan'}",{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Tidak Setuju'},1
{'Buku Anak'},{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}",{'Membaca buku atau majalah'},"{'Mainan', 'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku fiksi (novel, komik, buku anak)'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},0
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Perlengkapan Kantor atau Sekolah'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Travelling', 'Menghadiri acara budaya atau edukasi'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Netral'},4
"{'Mainan/Collectible item', 'Novel Fiksi', 'Alat Musik'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}",{'Belanja online/offline'},"{'Mainan', 'Buku fiksi (novel, komik, buku anak)'}",{'Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},1
"{'Perlengkapan Seni/Kreatif', 'Komik/Novel Grafis'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Kado atau hadiah'}",{'Menghadiri acara budaya atau edukasi'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku fiksi (novel, komik, buku anak)', 'Alat Olahraga'}",{'Setuju'},{'Netral'},{'Netral'},{'Tidak Setuju'},2
{'Alat Olahraga'},{'Toko Gramedia'},{'Untuk mengekspresikan kreativitas'},"{'Menghadiri acara budaya atau edukasi', 'Olahraga', 'Menulis (diari, blog, atau lainnya)'}",{'Mainan'},{'Sangat Setuju'},{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},0
"{'Perlengkapan Seni/Kreatif', 'Buku Anak'}",{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi'}","{'Bermain game (offline/online)', 'Menghadiri acara budaya atau edukasi', 'Travelling'}","{'Buku fiksi (novel, komik, buku anak)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},2
{'Perlengkapan Seni/Kreatif'},{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Bermain game (offline/online)', 'Melukis atau menggambar'}","{'Alat Musik & kesenian', 'Buku fiksi (novel, komik, buku anak)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Tidak Setuju'},0
"{'Buku Anak', 'Alat Olahraga'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Menulis (diari, blog, atau lainnya)', 'Belanja online/offline', 'Membaca buku atau majalah'}","{'Buku fiksi (novel, komik, buku anak)'}",{'Setuju'},{'Netral'},{'Setuju'},{'Sangat Tidak Setuju'},1
"{'Mainan/Collectible item', 'Alat Olahraga'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}","{'Bermain game (offline/online)', 'Travelling', 'Menulis (diari, blog, atau lainnya)'}","{'Mainan', 'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},5
{'Komik/Novel Grafis'},{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Travelling'},"{'Alat Tulis kantor atau sekolah', 'Kesehatan dan Kecantikan', 'Alat Olahraga'}",{'Tidak Setuju'},{'Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},0
{'Buku Anak'},{'Toko buku independen lainnya'},{'Hiburan atau relaksasi'},"{'Menghadiri acara budaya atau edukasi', 'Melukis atau menggambar'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Olahraga'}",{'Tidak Setuju'},{'Setuju'},{'Setuju'},{'Sangat Setuju'},2
"{'Perlengkapan Seni/Kreatif', 'Buku Anak', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}",{'Bermain game (offline/online)'},"{'Mainan', 'Buku non-fiksi (pengembangan diri, sejarah, agama)'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Tidak Setuju'},3
